"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Reservasi","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","j chip","Enggal, Kecamatan Tanjung Karang Barat","id","false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"9 jam lalu","2025-06-02T23:20:26.712Z",,,,"Makan siang","Makan di tempat",,"Rp 50.000–75.000","Banyak tempat parkir","Kebisingan sedang",,"5","5","4","ChdDSUhNMG9nS0VJQ0FnSURTczl5TXBRRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTczl5TXBRRRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEICAgIDSs9yMpQE%7CCgwIuuP4wQYQkKvO0wI%7C?hl=id","106435319067489448538","37","https://lh3.googleusercontent.com/a-/ALV-UjU38cdEIUUMNnm73Onjs4lrQ-6JNfJfiiZnBZal5jBNcv03Pjdl=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/106435319067489448538?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false","Dari semua cabangnya restoran inilah tersaji masakan Padang ter the best di Bandar Lampung menurut saya...legend, rasa dan kualitas masakan bertahan ga berubah, bumbu masakan yg berani  dan harga so so lah meskipun lebih mahal sedikit dari resto masakan Padang lainnya di bandar Lampung, mengikuti setelah cabang ini keduanya Begadang Resto yg bisa mengimbangi taste nya",,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Rochmat Susanto","Enggal, Kecamatan Tanjung Karang Barat","en","false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"9 jam lalu","2025-06-02T23:06:53.739Z",,,,,,,,,,,,,,"ChdDSUhNMG9nS0VLTE5yN3FFbDktQl93RRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLTE5yN3FFbDktQl93RRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEKLNr7qEl9-B_wE%7CCgwIjd34wQYQkIzb4AI%7C?hl=id","100542512159770280454","369","https://lh3.googleusercontent.com/a/ACg8ocKRvKBVtOmTmnS5QAAi_dtg_kPVGzy1ftOrFe1ocfwqXgwNTQ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/100542512159770280454?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false","ok","Oke","Restoran Begadang 2","4.6","id","https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Srimin Chie","Enggal, Kecamatan Tanjung Karang Barat",,"false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"2 hari lalu","2025-05-31T10:37:16.835Z",,,,"Makan malam","Makan di tempat",,"Rp 100.000–125.000",,,,"4","4","5","ChdDSUhNMG9nS0VPQ2V2OW1abjhYODR3RRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPQ2V2OW1abjhYODR3RRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEOCev9mZn8X84wE%7CCgwI3LfrwQYQ0MukjgM%7C?hl=id","106375716687755828942","52","https://lh3.googleusercontent.com/a-/ALV-UjVCqhBumi-LM18HWcScRhBpbWvx3EpEYQ2WFztJoUv-gOL7WmAp=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/106375716687755828942?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","4","Lampung","Jl. Diponegoro No.164","false",,,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Surya Pramono","Enggal, Kecamatan Tanjung Karang Barat",,"false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"3 hari lalu","2025-05-31T05:02:34.189Z",,,,"Makan siang","Makan di tempat",,"Rp 75.000–100.000",,,,"5","5","5","ChdDSUhNMG9nS0VJQ2dwYk9tNTRqSzVBRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ2dwYk9tNTRqSzVBRRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEICgpbOm54jK5AE%7CCgsI6prqwQYQwI2mWg%7C?hl=id","111824041769937122862","2","https://lh3.googleusercontent.com/a/ACg8ocK3qJ7jOjzj6YMpR0SIGFvM0qhkroPyv0TmwsgsLOl4p3b0Qw=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111824041769937122862?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false",,,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Arif Setiawan","Enggal, Kecamatan Tanjung Karang Barat",,"false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"3 hari lalu","2025-05-30T22:33:29.053Z",,,,,,,,,,,,,,"ChdDSUhNMG9nS0VNeXV6YnFqbG92M3FBRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNeXV6YnFqbG92M3FBRRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEMyuzbqjlov3qAE%7CCgsIueTowQYQ4OOwGQ%7C?hl=id","106281852289289423561","18","https://lh3.googleusercontent.com/a-/ALV-UjUQVa4nl4jLDiOzmplOBLzlYnN069x_U9DMfsdY76sC0nENfZ468g=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/106281852289289423561?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false",,,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Gabbriel Martin","Enggal, Kecamatan Tanjung Karang Barat","id","false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"3 hari lalu","2025-05-30T14:53:25.891Z",,,,"Makan siang","Makan di tempat",,"Rp 75.000–100.000",,,,"5","5","4","ChdDSUhNMG9nS0VKZVd2dF9QNTZPcy1RRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90CdHxxuQt_-MLr-lf3F3qtry8QsbLa76V9QiIYIsYSjs4TenrcTudnWBnklW5y47OvOZ5p-ENnttI1gXFdVrguE1RKwTuQAPL3obAReq2PXqhNgxFkb4IS29KUbNhbb934Mxu9n",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKZVd2dF9QNTZPcy1RRRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEJeWvt_P56Os-QE%7CCgwI5YznwQYQ-L-YqQM%7C?hl=id","111059768072441168507","55","https://lh3.googleusercontent.com/a-/ALV-UjUyb4d7cymWpeqNlXwrHz_6B3igcNm93tGOOzNqRwNWWo_S38CO=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/111059768072441168507?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false","Makanan khas padang yang enak banget, gurih, gulainya mantep, tapi memang kemaren mungkin lagi rame-rame nya, hari libur dan jam makan siang, jadi lauk yang disajikan ga lengkap, harus minta dulu baru dianterin. Buttttt ini makananya enak banget, sambel kentang ati nya, sambel udangnya juga juara.",,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","andreanus kevin","Enggal, Kecamatan Tanjung Karang Barat",,"false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"3 hari lalu","2025-05-30T09:33:34.329Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VNakhxLTZFd3ZTZENnEAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNakhxLTZFd3ZTZENnEAE!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEMjHq-6EwvSdCg%7CCgwI7vblwQYQqOqRnQE%7C?hl=id","111693886071258855549","3","https://lh3.googleusercontent.com/a-/ALV-UjW-6RV1g-LcylDK0Iih3fIGa9XSzVdYCi9Z4OoOEKKcF0isVDMh=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111693886071258855549?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false",,,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Try Syech","Enggal, Kecamatan Tanjung Karang Barat","id","false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"5 hari lalu","2025-05-28T17:08:21.141Z",,,,,,,,,,,"4","4","4","ChdDSUhNMG9nS0VKbVQwTkRDcDkyRzd3RRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKbVQwTkRDcDkyRzd3RRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEJmT0NDCp92G7wE%7CCgsIhYbdwQYQ4I_LQw%7C?hl=id","102396365319756136947","24","https://lh3.googleusercontent.com/a-/ALV-UjUHMV180m6Wy-oAfF_EuKP7xVtkILEkNhokoiClgSFzHJPQ89xC=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/102396365319756136947?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","4","Lampung","Jl. Diponegoro No.164","false","Makanan
ya enak enak",,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","false","id","0","-5.4230037","105.2585154","Ma'soem Rangga","Enggal, Kecamatan Tanjung Karang Barat",,"false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"5 hari lalu","2025-05-28T09:49:06.273Z",,,,"Makan siang","Makan di tempat",,"Rp 75.000–100.000",,,,"5","5","5","ChdDSUhNMG9nS0VOMm11S3JjMUpfOW5nRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOMm11S3JjMUpfOW5nRRAB!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEN2muKrc1J_9ngE%7CCgwIkrjbwQYQ-MWgggE%7C?hl=id","102795678851865173581","7","https://lh3.googleusercontent.com/a-/ALV-UjXLM-iV8o9ZKnBBa3rLBI0eKMQGSlTfF0W6RH7GG8iVlf1xtMAltA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102795678851865173581?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false",,,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
"Jl. Diponegoro No.164, Enggal, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35213, Indonesia","Restoran Padang","Restoran Padang","4471954008348149804","Kota Bandar Lampung","ID","0x2e40da493a2b84b9:0x3e0f927a2779c82c","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_TmmjGZob3wS9OgYi1uQ8tRT5_RYJI4sp5z8hZLB8RtFltHMZNUb5Fq0xVjGaRFcpPOEdgVSW53Li3TVmRXFh239mXtp4-yPPvD3DO8g3k8acHZ4sSIlmitNaiTfd8hCWbZTs=w408-h306-k-no","false","true","id","0","-5.4230037","105.2585154","Fitri Fang","Enggal, Kecamatan Tanjung Karang Barat","id","false","ChIJuYQrOknaQC4RLMh5J3qSDz4","35213",,"6 hari lalu","2025-05-27T13:19:26.058Z",,,,"Makan siang","Bawa pulang",,"Rp 1–25.000",,,,"5","5","5","ChZDSUhNMG9nS0VMN3YxX25CblktMkF3EAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMN3YxX25CblktMkF3EAE!2m1!1s0x0:0x3e0f927a2779c82c!3m1!1s2@1:CIHM0ogKEL7v1_nBnY-2Aw%7CCgsI3vfWwQYQ6NuNHA%7C?hl=id","110895294717441381266","91","https://lh3.googleusercontent.com/a/ACg8ocKhKqkFgKoGP-K8x3uGlpep1V_4t4_bCt00VYDsr0sgM0TPew=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/110895294717441381266?hl=id","4622","2025-06-03T09:03:41.982Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4","5","Lampung","Jl. Diponegoro No.164","false","Enak nasi ny🔥🔥🔥",,"Restoran Begadang 2","4.6",,"https://www.google.com/maps/search/?api=1&query=Restoran%20Begadang%202&query_place_id=ChIJuYQrOknaQC4RLMh5J3qSDz4",
