"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Reservasi","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","Siti Muklifa","Pesawahan, Kecamatan Telukbetung Selatan",,"false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"seminggu lalu","2025-05-24T06:18:50.879Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VKcTZnZXJhcjgya2NBEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VKcTZnZXJhcjgya2NBEAE!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEJq6gerar82kcA%7CCgwIysnFwQYQgKXAowM%7C?hl=id","104187763497277461356","0","https://lh3.googleusercontent.com/a-/ALV-UjUbsFo83XAcRWomBZmZ09CpggGqqkPeOklGu3AV9vraZXS8pvo=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104187763497277461356?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false",,,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","RUPIK SIGIT ALPIKA","Pesawahan, Kecamatan Telukbetung Selatan",,"false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"2 minggu lalu","2025-05-19T16:27:20.651Z",,,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VNdXk0NDZaenJmb2pnRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNdXk0NDZaenJmb2pnRRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEMuy446ZzrfojgE%7CCgwI6LetwQYQuPDStgI%7C?hl=id","116784642867473304394","0","https://lh3.googleusercontent.com/a-/ALV-UjVM2X7aeEMX70XbRv7HWLFndNfUzSHveL-ujoWIA6-Ati9fMU4=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116784642867473304394?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false",,,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","true","id","0","-5.4512378","105.2650694","Hervia Family","Pesawahan, Kecamatan Telukbetung Selatan",,"false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"2 minggu lalu","2025-05-14T12:03:37.511Z",,,,"Makan siang",,,"Rp 100.000–125.000",,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURnbmJDVkhnEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90BiY2uY4p1jiT6kdF6tdQaYNFeVMlTJRVdOiiwtpg4J4hdmr0d_E3CE8DSnWwoIUx6z9vbQgSBuBA5F2teEqx6s2BeySqCSybkh2jDf-s6M9JLCNrC8xGypzQaGn3CJlSCCjpSQ","https://lh3.googleusercontent.com/geougc-cs/AB3l90DrKaLbhJ8gaElXd8LsrB-48QZixyqGuvC3tx8zgYwUXGpQerykDJcM0XtxB5yY9_NCaltwbx3-QxzLOVwJLPgaHjw5-5GOdRLiiv8W5S7K78w7OgDk2EDi-r8DE-TSW9CsnrTdmQ","https://lh3.googleusercontent.com/geougc-cs/AB3l90D-9Nolk_1ZVBp6jPXR96mF1XfA4zim7rjub-b_IJqyJBFTygQNzs5tNK1je046_peUF36Nn55kJZQi-Zq9jV-7lOgH_U87IKJSwd5jX7O3Lwa58E8k_QmbyDcNl7vQPiaLlbaE","https://lh3.googleusercontent.com/geougc-cs/AB3l90BUqL0j4XNLP-S7UCvOacaSB34uiWAq5uxOj50P_EpOMtMsD1jyKnjU6zEig2geA0DNrgr4Gc2IaqCSPE2PTtms6-9ldrBTuMyshhHpnRKAuVtN4kE2IYSUEcEDhjACpiMj04jTLg","https://lh3.googleusercontent.com/geougc-cs/AB3l90CsDNMTNMmsgPa6qnTh2lNKqOS3S-dUh4CP-U4ziHonwydPMl9IHd8BSrRa9Cst6FFjTwtR8Dzf1JHlQyjoqbPp3yN3m7N3_SLqfg8uHbOSPkZt9H-1X7k4nbY2AtGxUuEB2hMTGg","https://lh3.googleusercontent.com/geougc-cs/AB3l90BcAtTCiMtmN7kgP5UiKeUaluyVz00UhfScMszaNPlL2gzRdPuDFhkDfdZVLedXbkIhdvtOVck-0gDzZJYetIp7Ll67s1k1wlweHhhsSre33CsoIVeJQwKg7dea1hSB8-sn6Opt","https://lh3.googleusercontent.com/geougc-cs/AB3l90AGk5EccJD4FdkI5YKlrwxJuq_hC3thIOg1Uh9ywQuWJtowctnrDtaibxwop2msiafHJ1MVYF2jfy12w3yl2pStpJ1tf5af9gUCRCLeut9Z7tDiMXawc52EEyC93jTZkasbFzdwcA","https://lh3.googleusercontent.com/geougc-cs/AB3l90D6n6JG4X5yIUmUhng6Or-0bIACZqGwWuVIEwIdk-0BtQ7rhNZH-JUM4NfBmtk7sztU-b3Ljic1feiNSNzR8fhfLrTcS8CR7EXHL_sp1bHkc3hS8KFchqaEAtqPfDJwH1Y80W8",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnbmJDVkhnEAE!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEICAgIDgnbCVHg%7CCgwImY2SwQYQoOH88wE%7C?hl=id","106148471197034942527","43","https://lh3.googleusercontent.com/a-/ALV-UjUyZQLpr4BMzwAJg8ZSMJrjVFrTsmqSDWS1zhpkBk16xfoQL-Wm=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/106148471197034942527?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false",,,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","true","id","0","-5.4512378","105.2650694","Ade Wikasyah","Pesawahan, Kecamatan Telukbetung Selatan","en","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-13T02:51:00.531Z",,"2025-05-13T03:01:45.000Z","Terima kasih banyak, Ade Wikasyah, atas bintang lima yang Anda berikan! 🌊🐟 Kami sangat senang mengetahui bahwa Anda menikmati seafood segar kami. Kami berusaha keras untuk memberikan yang terbaik bagi pengunjung kami. Semoga Anda berkenan datang kembali dan menikmati hidangan lezat lainnya!🙏😊 Salam hangat dari Jumbo Kakap!","Makan malam",,,"Rp 100.000–125.000",,,,"4","4","4","ChdDSUhNMG9nS0VQemZxN3JVaUstYjR3RRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQemZxN3JVaUstYjR3RRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEPzfq7rUiK-b4wE%7CCgwIlOeKwQYQ6O6o_QE%7C?hl=id","113405616284330005852","18","https://lh3.googleusercontent.com/a/ACg8ocL7_MHp90WKsghkqMkg_FvKL6oOhy0XyV3f-JFM7AI0247EAA=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113405616284330005852?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false","fresh seafood","makanan laut segar","Jumbo SeaFood","4.5","id","https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","Sarman Sweetcorn","Pesawahan, Kecamatan Telukbetung Selatan","id","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-12T11:57:04.720Z",,"2025-05-12T12:01:22.000Z","Terima kasih banyak, Sarman Sweetcorn, atas ulasan bintang lima yang Anda berikan! 😊 Kami sangat senang mendengar bahwa Anda menikmati makanan kami. Semoga setiap kunjungan Anda selalu menyenangkan dan menggugah selera. Kami tunggu kedatangan Anda kembali di Jumbo Kakap! 🌽🌟","Makan malam",,,,,,,"5","5","5","ChdDSUhNMG9nS0VKdU9uYXJ1LVozeTRnRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKdU9uYXJ1LVozeTRnRRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEJuOnaru-Z3y4gE%7CCgwIkMSHwQYQqMe21wI%7C?hl=id","112813549909857038869","1","https://lh3.googleusercontent.com/a/ACg8ocJqweYGcAPA6P4iy5LIQ-HClfdYHlJRvC06ag7ULXX2R5PAbA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112813549909857038869?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false","Enak",,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","Tia Agnes","Pesawahan, Kecamatan Telukbetung Selatan","id","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-12T11:50:23.385Z",,"2025-05-12T11:52:24.000Z","Terima kasih banyak, Tia Agnes, atas bintang lima dan review yang menyenangkan ini! 😊 Kami sangat senang mendengar bahwa Anda menikmati hidangan kami. Kami akan terus berusaha menyajikan yang terbaik untuk semua pelanggan kami. Sampai jumpa di kunjungan berikutnya! 🙏🍽️✨","Makan malam",,,,,,,"5","5","5","ChZDSUhNMG9nS0VOdmkwZjZEaC1tMVJnEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOdmkwZjZEaC1tMVJnEAE!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKENvi0f6Dh-m1Rg%7CCgwI_8CHwQYQuP_TtwE%7C?hl=id","108496183593987290283","1","https://lh3.googleusercontent.com/a/ACg8ocKh_8F-i21iOE1zkkKwlXxxhmT2GmspVbuxq2AcQy4_ZrQ7gA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108496183593987290283?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false","Enak",,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","Musiran Tok","Pesawahan, Kecamatan Telukbetung Selatan","en","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-12T11:41:28.514Z",,"2025-05-12T11:52:18.000Z","Terima kasih banyak, Musiran Tokmemberikan, atas bintang lima dan komentar yang sangat positif! 🌟 Kami sangat senang mendengar bahwa Anda menikmati hidangan kami. Setiap sajian yang kami hadirkan adalah bentuk kasih sayang dan dedikasi kepada pelanggan kami.🙏 Semoga kami bisa selalu menyuguhkan rasa yang lezat dan pengalaman yang menyenangkan bagi Anda. Sampai jumpa di resto Jumbo Kakap! 🍽️❤️",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VPNnR6NkxScTV5N3pnRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPNnR6NkxScTV5N3pnRRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEO6tz6LRq5y7zgE%7CCgwI6LyHwQYQkMG99QE%7C?hl=id","103245424870810209249","1","https://lh3.googleusercontent.com/a/ACg8ocIvd-xqoYgD0eldUoffSAUpCFDLJkL2u5kYXSx4fmIOiUnj7A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103245424870810209249?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false","Delicious","Lezat","Jumbo SeaFood","4.5","id","https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","Titin Sulaiman","Pesawahan, Kecamatan Telukbetung Selatan","id","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-12T07:38:02.306Z",,"2025-05-12T07:49:11.000Z","Terima kasih banyak, Kak Titin, atas ulasan yang sangat baik dan bintang lima 🌟! Kami sangat senang mendengar bahwa rasa hidangan kami tetap juara dan pelayanan Sis Echie dapat memberikan kesan yang ramah 🤗. Usulan untuk menambahkan menu lama, terutama jumbo kakap seafood, tentu kami pertimbangkan dengan serius. Kami sangat menghargai dukungan dan masukan dari pelanggan seperti Kak Titin. Semoga dapat segera menemui Kak Titin lagi di restoran kami. Salam hangat dan terima kasih! 🙏🏼✨",,,,,,,,"5","5","4","ChdDSUhNMG9nS0VQcXpqUDNaME1xS19BRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQcXpqUDNaME1xS19BRRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEPqzjP3Z0MqK_AE%7CCgwI2sqGwQYQ2NKLkgE%7C?hl=id","112925076229200381045","3","https://lh3.googleusercontent.com/a-/ALV-UjV10EU_GCCjtAFQNKIghaLZ5DpcQSYYY4LWV7-Zuvs48vLujsI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112925076229200381045?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","5","Lampung","Jl. Ikan Sepat","false","Rasa tetep juara...pelayanan juga ok..trims kak echie pelayanan nya ramah banget...klo boleh usul untuk menu nya, tambahin lagi donk menu yg lama/dulu (jumbo kakap seafood)...",,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","denni hartanto","Pesawahan, Kecamatan Telukbetung Selatan","id","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-11T23:02:04.106Z",,"2025-05-11T23:08:21.000Z","Terima kasih banyak, Bapak Denni Hartanto, atas ulasan dan masukan yang sangat berharga. 🙏 Kami mohon maaf atas pengalaman yang kurang menyenangkan saat kunjungan Bapak di resto kami. Kami sangat menghargai masukan mengenai kebersihan meja dan masalah kehabisan gas di dapur. 

Kami akan segera menindaklanjuti hal ini untuk memastikan kejadian serupa tidak terulang di masa depan. Kami berdedikasi untuk memberikan pengalaman kuliner yang terbaik bagi setiap tamu kami. Semoga Bapak memberikan kami kesempatan kedua untuk membuktikan kualitas layanan kami yang sebenarnya. 

Terima kasih atas pengertiannya dan kami berharap dapat menyambut Bapak kembali dengan lebih baik. 🍽️✨","Makan malam","Makan di tempat",,,,,,"1",,,"ChdDSUhNMG9nS0VJYlMwYXY3anFxbml3RRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJYlMwYXY3anFxbml3RRAB!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEIbS0av7jqqniwE%7CCgsI7NiEwQYQqLroMg%7C?hl=id","118364794356699036680","7","https://lh3.googleusercontent.com/a-/ALV-UjUNQGaTgzTRltlHQ4ZgMgdU4GE0SdqYNhan_XqpAQfeKIhU3OA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118364794356699036680?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","1","Lampung","Jl. Ikan Sepat","false","Pertama kali ke resto ini, lihat menu makanan yang manta dan terlihat sedap. ..kami sampai di resto jam 20:00 wib, suasana resto ramai, menunggu untuk dapat meja(5 menit ).
Waitress mengarah kan ke meja, tetapi meja masih kotor, tp tak mengapa bisa sambil order, sewaktu meja di bersihkan...dan DRAMA mulai terlihat . .. sewaktu kami meminta buku menu, waitress berkata, MAAF PAK, GAS di dapur HABIS ...baru pertama kali dalam hidup saya, ada restaurant besar dan terkenal kehabisan gas...VERY UNPROFESSIONAL and UNORGANIZED.
Dan akhir nya kami pun pergi tanpa penjelasan yang masuk akal.",,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
"Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia","Restoran Indonesia","Restoran Indonesia","8173379788787244102","Kota Bandar Lampung","ID","0x2e40d9b186cba7b1:0x716dad9d0d055c46","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no79dYZGfPACG13-xEeGJfPiQjZjVZORryDqxhWrKjlfOUgf6zPbCgzT0Jo2j70qyUqgbyN94Qlt4gpQIF7K4UuA020h9_MyuNVdz0T_nO8C2iN-VPSS0pWmbqSZ7cBO5HbREvu=w408-h408-k-no","false","false","id","0","-5.4512378","105.2650694","yulirna darwin","Pesawahan, Kecamatan Telukbetung Selatan","id","false","ChIJsafLhrHZQC4RRlwFDZ2tbXE",,,"3 minggu lalu","2025-05-11T22:57:40.903Z",,"2025-05-11T23:08:24.000Z","Hai Yulirna! 😊 Terima kasih banyak telah memberikan masukan berharga tentang pengalaman Anda di resto kami. Kami mohon maaf atas ketidaknyamanan yang Anda alami. 🙏

Kami memahami bahwa situasi tersebut sangat mengecewakan, dan kami akan berusaha lebih baik ke depannya untuk menghindari kejadian serupa. Kami menghargai perhatian Anda mengenai pentingnya komunikasi, dan kami akan memperhatikan hal ini lebih serius agar tetap dapat memberikan pelayanan yang terbaik kepada semua tamu kami. 

Semoga bisa memberi kesempatan kepada kami lagi untuk menyajikan hidangan lezat yang Anda nantikan. Jika ada yang ingin Anda diskusikan lebih lanjut, silakan hubungi kami. Terima kasih, dan semoga hari Anda menyenangkan! 🌼✨",,,,,,,,"1",,,"ChZDSUhNMG9nS0VQRGxzcmp6M00ybUpnEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQRGxzcmp6M00ybUpnEAE!2m1!1s0x0:0x716dad9d0d055c46!3m1!1s2@1:CIHM0ogKEPDlsrjz3M2mJg%7CCgwI5NaEwQYQsLrmrgM%7C?hl=id","115349193298133956821","3","https://lh3.googleusercontent.com/a-/ALV-UjXjs54WsVELGNaxkWIfysEbR-scYspqo1UwqAprx-w8q2Dw_FGr=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115349193298133956821?hl=id","5938","2025-06-03T09:15:47.792Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE","1","Lampung","Jl. Ikan Sepat","false","Hahaha..
Sedikit aneh, pertamakali nya tidak jadi makan di resto dg diberikan alasan Gas nya habis. Padahal kami sdh diberikan meja/dipersilahkan duduk menunggu buku menu datang.
Biasanya kalo ada hal krusial gini kan lgsg aja pasang pengumuman,”maaf, sold out atau kami sdh tidak terima pesanan.”

Sementara saya juga masih lihat di bbrp meja pesanan blm keluar dan mereka tetap menunggu.
Heran aja restoran sebesar ini tidak antisipasi pemakaian tabung gas.",,"Jumbo SeaFood","4.5",,"https://www.google.com/maps/search/?api=1&query=Jumbo%20SeaFood&query_place_id=ChIJsafLhrHZQC4RRlwFDZ2tbXE",
