"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Reservasi","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","false","id","0","-5.4072039","105.2852031","Finsensius Gurning","Tanjung Baru, Kecamatan Kedamaian","id","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"9 jam lalu","2025-06-02T23:45:05.430Z",,,,"Makan siang",,,"Rp 25.000–50.000","Banyak tempat parkir","Tenang, mudah untuk bicara","10-30 mnt","4","1","4","ChZDSUhNMG9nS0VNM0h3dmJSOWV1NFlnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNM0h3dmJSOWV1NFlnEAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEM3HwvbR9eu4Yg%7CCgwIge_4wQYQ2K-2zQE%7C?hl=id","105623741510921858768","2","https://lh3.googleusercontent.com/a-/ALV-UjUanKotdEufjfZYWSDuJuzn6IFB2xj7zJ8AqISkGOvsaywW5FY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105623741510921858768?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","1","Lampung","Jl. Ridwan Rais No.23c","false","01-06-2025
pesen menu terjangkau seperti keredok & sate.
untuk keredok sayuran dan bumbu kacang dingin seperti baru dikeluarkan dari freezer/pendingin, untuk rasa dimulut pun tidak nyaman makan makanan dingin seperti baru dikeluarkan dari freezer.
untuk sate, setau sy sate itu dipanggang setidaknya ada warna coklat atau ada bekas panggangan tapi ini putih tidak ada bekas panggangan. untuk makanan sy hanya mecicipi dan tidak melanjutkan makan.
untuk pribadi sy not recommended.
pesen sy koki nya agak diniatin dikit untuk penyediaan makanan, jangan kalah sama makanan pinggir jalan 🙏🏻
terimakasih 🙏🏻",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","Adhimasf Obet","Tanjung Baru, Kecamatan Kedamaian",,"false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"4 hari lalu","2025-05-30T08:53:18.898Z",,,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VMS2h3Nl90dWFlSjdnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMS2h3Nl90dWFlSjdnRRAB!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKELKhw6_tuaeJ7gE%7CCgwI_uPlwQYQkIrIrAM%7C?hl=id","108979998332614071677","32","https://lh3.googleusercontent.com/a-/ALV-UjV3xzOShGB7PYlDwHppTFobobETDwLnzU5QGJ4FLPPOhXn0_ccS=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/108979998332614071677?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false",,,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","pejalan kaki","Tanjung Baru, Kecamatan Kedamaian","id","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"seminggu lalu","2025-05-21T10:57:49.154Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VQYVo4ZEc4aV9PeGRBEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90AuFFNoFNuwpBi1igMRh-A47V2xTC_WF04xDAAVD76SGq-SFGqK_r2yG-XErzw8coagzDawM2nI1DwvEbXhNQRIiWiqPeG1VfRnvT-4Re2hpfwrNxzZVBw41rqPm7NMQluLVH-dfg","https://lh3.googleusercontent.com/geougc-cs/AB3l90AuBU0bRFIogChizlrPgRdfVn_eeaU8QNFuxFB10ZbojRVefEg3aXBeoVnEdpBmvAZvccLZcJ24FfDQqb1xgdByqydkkcYOVeKj3wpT5Ho5ldi2wrGLa0Eu2sSbg9cH5Nf3xqdx","https://lh3.googleusercontent.com/geougc-cs/AB3l90B7q2eaJ5nSNo473KoljGIJ9EoQX_dE21jmw5wTT5tPI3IJYV0D-vrehW1oTdEZaHkBQ8fCm8QJ5-tVDEpwwYA3FARNiHCiS1Us-MLnPiUmspE82me9g9RGFReRjm7oaFIZ5XmC","https://lh3.googleusercontent.com/geougc-cs/AB3l90ABz8gcC3GFqPDhLUbYCFTBreP0hwsEg1TU7kq63yZ3Cipo8NGd46FwoJQue12OLv6UZyPc9uGqL-JLVopwZwZjBLzId-zO5vAIRTUYe9uMA82xPv8Hbw9GgArKisOIvwHNuqUU","https://lh3.googleusercontent.com/geougc-cs/AB3l90AcqXVNRQ26tZusMsqUZFytWWRmohx5Nm1pwbA8tU-3_exa4RzRrXAtcejLmqNiVE8o9TrSNTaTZ5mlsof4XwbkCq_skJaAGl3GhQoAA49SZ0ZnMgyux1M2hVhwpF7JgFvkDggn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQYVo4ZEc4aV9PeGRBEAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEPaZ8dG8i_OxdA%7CCgsIreO2wQYQgIXHSQ%7C?hl=id","116540322166709697904","88","https://lh3.googleusercontent.com/a/ACg8ocKLzA1eVk_vdiHnn2sIAs7Hm-3-bBcOD220CKh0gUjNDbHGqNo=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/116540322166709697904?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false","Makanannya enak, harganya murah, ada playground, tempatnya tingkat 2, terdapat spot foto menarik, parkiran luas, suasana persawahan, tersedia baby chair, paling suka buncis telur asin nya mantapp",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","ario angling nurvandito","Tanjung Baru, Kecamatan Kedamaian",,"false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"2 minggu lalu","2025-05-14T10:26:08.746Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VOemJnN3F2OUlUTWVREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOemJnN3F2OUlUTWVREAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKENzbg7qv9ITMeQ%7CCgwIwN-RwQYQsOPp4wI%7C?hl=id","117548884280735417947","2","https://lh3.googleusercontent.com/a-/ALV-UjV3fxcYX_08kRziast_7DGGoy8_CaiFRPaNKu4W3s15aXPVI3c=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/117548884280735417947?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false",,,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","Novalinda Silviana","Tanjung Baru, Kecamatan Kedamaian","id","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"3 minggu lalu","2025-05-09T14:18:56.113Z",,,,"Makan siang",,,"Rp 25.000–50.000","Banyak tempat parkir",,"10-30 mnt","5","5","5","ChdDSUhNMG9nS0VMRGkydEhqd0pUaDFBRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90DBjRMiqIpRuHu7GvuBJkWso_qweuR5u-CeCaK44lreOT3Vwn7T7wbmUaVwCcccwWDA7RKHAKNu_GD77VfpOMhk2BgdOaM3Cqc4oC1zU2nZGCQiK8LuTrHOAN2uwPf5fPq_59xbRg","https://lh3.googleusercontent.com/geougc-cs/AB3l90DsLL-ZlfXmg_bZJaqZvtZRos3EBrHeOepu1Jj-Yn2llNranxfBtbgFdU90_YfavBwf-icoj9LxhbySspABRlQWiWFNYXyBJF2PluYDRvP3_ZLM2Gy4CYijS34MPrPnoqMUgCtfpA","https://lh3.googleusercontent.com/geougc-cs/AB3l90CSMfDYrFBy0zEurRW7WMOeK0YCCxDo1mmEh1Hwvl10g8K3mmW65T_yePJbCX0gTweUuagWaUjvmaPnZrD5_GeykhtlKlocvTZg4ohS3WkNzA8EO91egFGGvH3mBNiHAL2WNCQmbw","https://lh3.googleusercontent.com/geougc-cs/AB3l90BGI_7AY9zzBb1xJjsbUt9wGhBxCPzPI_J4Dz1QfcL331zgL2UwFxQ385CyYUlT5QDcToICAIfclKqch71JuRTgY6ZFOZFayiZNfu2Kj5t90vMYbezrDzKTY0h5cV7Zjh5s_lFc","https://lh3.googleusercontent.com/geougc-cs/AB3l90A19G9SioMFaDkq0DggAh5eQWkvGUGkeI57DTdLZxvYG__8Q30eMSmLsYaIsgzmdd8dpuFgXPelcpp8l7xMwBP1JmpY5lra1R5VQCCkRGckujiVP7ATOcMb1XIzdqaxIqIfazY","https://lh3.googleusercontent.com/geougc-cs/AB3l90BNbkqQzZbIJrXK1kNHXc1_lI_tM82FgBnorBzi203o5toHNkZ-vZD77YD-hHKt9LKyiUOu6cVOe7FkTGVZZ_UdIETu7b2kT_EgmNSzlXOC27bWAh-bul47cPt_MXRd1zJJsPA","https://lh3.googleusercontent.com/geougc-cs/AB3l90D5JRgGQBEGXHvJRbS8A5jNKpN0YCxdK1BqREZQRTAeQJ8osIeX5RjDYTPGSIFfasNEkL1o7hxsQdr0CS4AqzDOk79MaaZekHw5pm9UhqqR7DAFs3n1e0vdIDtDJM1s34MizYU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMRGkydEhqd0pUaDFBRRAB!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKELDi2tHjwJTh1AE%7CCgsI0J34wAYQ8Nr2NQ%7C?hl=id","107868356358731477255","14","https://lh3.googleusercontent.com/a-/ALV-UjUd1-HxrhkceXRofuuwk6FCXe3ND3bBghYhCJ71MyOlkek5gH02=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/107868356358731477255?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false","Tempatnya luas, makanannya sangat variatif, karyawannya bersih dan rapih. Untuk menu enak sesuai lidah Sumatera.
Cocok untuk grup kecil dan besar",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","Rudy Orch","Tanjung Baru, Kecamatan Kedamaian","te","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"3 minggu lalu","2025-05-08T10:10:16.995Z",,,,,,,"Rp 50.000–75.000",,,,"5","5","5","ChZDSUhNMG9nS0VNaXRoZEhscmRpRk9nEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNaXRoZEhscmRpRk9nEAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEMithdHlrdiFOg%7CCgwIiIbywAYQwNXw2gM%7C?hl=id","106177533851236999132","1","https://lh3.googleusercontent.com/a-/ALV-UjVL27XU4UXmoASvZcXQ9fIAx1LAiHvpVcsU6-NV7TD5tnUVxaFn=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106177533851236999132?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false","Mantaap",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","Muhammad Akram Octaviori","Tanjung Baru, Kecamatan Kedamaian",,"false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"sebulan lalu","2025-04-09T11:13:44.829Z",,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTURJNXRyR0RBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJNXRyR0RBEAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEICAgMDI5trGDA%7CCgwI6KzZvwYQoKLAiwM%7C?hl=id","108545159111959238927","6","https://lh3.googleusercontent.com/a-/ALV-UjW_17G7DQvPUJmzkjoir2eYaHpSv8FQMSwnYM8iDwALu5SqFgC8=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/108545159111959238927?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","4","Lampung","Jl. Ridwan Rais No.23c","false",,,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","true","id","0","-5.4072039","105.2852031","Feranida","Tanjung Baru, Kecamatan Kedamaian","id","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"sebulan lalu","2025-04-08T13:30:51.289Z",,,,"Makan malam","Makan di tempat",,"Rp 50.000–75.000",,,,"4","4","5","ChdDSUhNMG9nS0VJQ0FnTURJa3MtSW1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJa3MtSW1RRRAB!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEICAgMDIks-ImQE%7CCgwIi8rUvwYQyOGEigE%7C?hl=id","108531075564996248325","40","https://lh3.googleusercontent.com/a-/ALV-UjVx9nSUu5tASNDvCfWWPMcB8mE4-vmpnjbbvUjqXCzmzyhkCVAW=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/108531075564996248325?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false","Tempat nyaman, ada area bermain anak dlm dan luar ruangan.. Rasa makanan lumayan, hanya saat datang sdh diatas jam 21 dmn jam 21.30 sdh closed order",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","false","id","0","-5.4072039","105.2852031","Titik Wagiarti","Tanjung Baru, Kecamatan Kedamaian","id","false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"sebulan lalu","2025-04-07T07:25:25.415Z",,,,"Makan siang","Makan di tempat",,"Rp 50.000–75.000",,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURJcE9UNWN3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJcE9UNWN3EAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEICAgMDIpOT5cw%7CCgwI5fvNvwYQwLWixgE%7C?hl=id","103871075898509937732","3","https://lh3.googleusercontent.com/a/ACg8ocKU5rXrMvC5G1r6YWHKzh9nqA9EXOhd79Z_lHw4M65WXeR54Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103871075898509937732?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false","Suasananya nyaman",,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
"Jl. Ridwan Rais No.23c, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia","Restoran Indonesia","Restoran Indonesia","12275334333850974269","Kota Bandar Lampung","ID","0x2e40db403dc790ff:0xaa5abf8a0457f83d","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7jQkC6WmThDaeHdXxr6Y6sIjATCJ4iRcaOzMoY-LQvawNyO5qocYMG69Zm27eQf2moiDltX-Ut4yLoPUgDNZ1EQTwyb5lM7XZsZX6bkc44m-EjViNHtNaq2FtHJw_oeYZTFI=w408-h544-k-no","false","false","id","0","-5.4072039","105.2852031","Puspa Wijaya","Tanjung Baru, Kecamatan Kedamaian",,"false","ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","35122",,"sebulan lalu","2025-04-05T13:50:25.438Z",,,,"Makan malam","Makan di tempat",,"Rp 50.000–75.000",,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTUNJal8tTVpREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJal8tTVpREAE!2m1!1s0x0:0xaa5abf8a0457f83d!3m1!1s2@1:CIHM0ogKEICAgMCIj_-MZQ%7CCgwIoerEvwYQwMr60AE%7C?hl=id","100947379222781341927","2","https://lh3.googleusercontent.com/a-/ALV-UjW2VEbjfewSaORoeCI2l-U7CcCGWzQk8sOnuJvq9aYFnsiAtI63=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100947379222781341927?hl=id","615","2025-06-03T09:07:05.927Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo","5","Lampung","Jl. Ridwan Rais No.23c","false",,,"Resto Alam Kuring","4.5",,"https://www.google.com/maps/search/?api=1&query=Resto%20Alam%20Kuring&query_place_id=ChIJ_5DHPUDbQC4RPfhXBIq_Wqo",
