"address","categories/0","categories/1","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Reservasi","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","false","id","0","-5.4427476","105.28021","Gierry Helvan","Bumi Waras, Kecamatan Bumi Waras","id","false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"seminggu lalu","2025-05-26T15:39:12.809Z",,,,,,,"Rp 100.000–125.000",,"Tenang, mudah untuk bicara",,"3","5","4","ChZDSUhNMG9nS0VORE9zUGpZeGFlakNREAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VORE9zUGpZeGFlakNREAE!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKENDOsPjYxaejCQ%7CCgwIoJbSwQYQiKaJggM%7C?hl=id","116500378259248838526","2","https://lh3.googleusercontent.com/a/ACg8ocJzcvlC_5JuqUSZbU9Pl1hnTJKnSsY6EV-cfZNWKDmgLpsXmw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116500378259248838526?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","4","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false","Secara makanan worth the price ya, tapi yang kurang pelayanannya, bawang putih gorengnya habis dan tidak direfill padahal waktu makan masih lama, sangat disayangkan krn bawang putih gorengnya lah yg menjadi penyempurna saus dan bumbu ala jepangnya. Refill makanan juga kurang gercep, padahal rasa makanannya tidak mengecewakan.",,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Evi Silvia","Bumi Waras, Kecamatan Bumi Waras",,"false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"seminggu lalu","2025-05-23T10:23:11.107Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VOM0xzWml4dFBXM2JBEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOM0xzWml4dFBXM2JBEAE!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEN3LsZixtPW3bA%7CCgsIj5nBwQYQkIKnMw%7C?hl=id","100639117628685455106","5","https://lh3.googleusercontent.com/a/ACg8ocIr_FXzIKyHaYuWb656eHOD1eFumaOb63Xy_4bF24oTsNV5eA=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/100639117628685455106?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false",,,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Lily Maqnunah","Bumi Waras, Kecamatan Bumi Waras",,"false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"seminggu lalu","2025-05-21T22:22:27.902Z",,,,,,,"Rp 125.000–150.000",,,"Maks 10 menit","5","5","5","ChdDSUhNMG9nS0VQeVU2Zm50eVBQTjFRRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQeVU2Zm50eVBQTjFRRRAB!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEPyU6fntyPPN1QE%7CCgwIo6S5wQYQoLijrgM%7C?hl=id","113694902668960209564","7","https://lh3.googleusercontent.com/a-/ALV-UjXJl-UNSW269beAB8elMxvxPv1CiqJDkKSJoBTpLcG48RdfkCY=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113694902668960209564?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false",,,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","M Ramadhandi sultan Arkas","Bumi Waras, Kecamatan Bumi Waras","id","false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-20T08:52:53.657Z",,,,"Makan malam","Makan di tempat",,"Rp 125.000–150.000",,,,"4","4","4","ChdDSUhNMG9nS0VJQ0FnSUM3ek9qTmdRRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90Dsx2nYLX7j42jG_RhGs5LLFliUZJ58UKrVSluqPXvyPaIUyJRoxOjox84bZ3CDMfhE6MZeiiVMD0C5qcagkl23cjMv3PSC5IfOqO8-wOUlCfBQ4k4ZyHnkZbQzcClB3hefPWcK",,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM3ek9qTmdRRRAB!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEICAgIC7zOjNgQE%7CCgwI5YWxwQYQ6LnWuQI%7C?hl=id","104980876642740970127","56","https://lh3.googleusercontent.com/a-/ALV-UjVqv73TNbLKhjltCeI3SSCJ4BcmRiftY-4OlS4CZEW5r6orRl8Y9Q=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/104980876642740970127?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","4","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false","Visit ke 2 ada penurunan kualitas, Opsi dagingnya sedikit dan sebagian besar lemak padahal udah nunggu yg baru datang, 125/orang sebelum pajak, Total makan berdua setelah pajak 288.750, makanan lengkap daging sapi, ayam, kulit, udang, kerang, kopi, eskrim dll, sidedish nya juga beragam, mungkin harus ditambah varian saosnya jangan hanya 3 rasa",,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Mawardi Patriot","Bumi Waras, Kecamatan Bumi Waras",,"false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-20T05:30:47.952Z",,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VNYTJsc2Z3cE1DckJBEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNYTJsc2Z3cE1DckJBEAE!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEMa2lsfwpMCrBA%7CCgwIh6ewwQYQqL2QxgM%7C?hl=id","100302903303035601369","39","https://lh3.googleusercontent.com/a/ACg8ocKbFCtctogCt5ffpBmHginQmyyuMKqr1lPHZK7RATeIGEbRVQ=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/100302903303035601369?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false",,,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","siapsiap reviww","Bumi Waras, Kecamatan Bumi Waras","id","false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-19T13:45:18.230Z",,,,,,,"Rp 250.000+","Banyak tempat parkir","Ramai, tetapi Anda masih dapat bicara","Tidak menunggu","5","5","5","ChZDSUhNMG9nS0VJWFUxX0t6ejVXRElREAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90AZFiRqLts-g8UKMv3W6XhbpuRbMFKbf3-g1YWxQMI6ZQx24nZGwF41WlD2tEthEuMhFG1Bbhm1dWuGdnOmVw7tR5cVJAlRjUpZFz-plUrqYA8Y0vK7m_FKaeMT2RR6RLa3rk4","https://lh3.googleusercontent.com/geougc-cs/AB3l90Dl1L4xQrIstvzdeH84rGJCWPbuRf2Jg9nOUQ0axtHTU5BnkU7MrXcRXvafYBiF4OmHB8YjwUTdP3-IXyEz7kEgZqzkG6n0NzzTHbq_hMYnKhS01p3nnotGigb3nH7hxyyvZsS9GA","https://lh3.googleusercontent.com/geougc-cs/AB3l90BXhL3b34S5hpG9iTxC6DYO8CJ9euhOynspG9Yj7SGOBSMKz3PyUw_uSbt6O6bxFv4vJOJJFsXd6ujAUporrn0VN0XP2n4UjOwthHEi0SEXgpzl3fP_n5uW_riUTzp029tfFRWExw","https://lh3.googleusercontent.com/geougc-cs/AB3l90Dgtz9WpE0imf3s3FRJmWzYP7mhl_wLf7fnukmvyOcnNYhBBh-hAZKvhk1n-7AW5AhOs-vomRbUQY2HRCBPdwVWOlL8ghkvl88F7u48_NDV4QGczb1incmGV6fRhnZH3AI2-1znCg","https://lh3.googleusercontent.com/geougc-cs/AB3l90Dl7NdXV_0qI85dL01l-dgVF6EjW12wIKFt2oSGBOBRT4yF96bekODzPTB7fEMORsTGvKUAO-IvCbW_tePT5-grxCxS8uSfX2MzvSbmwOcYuua2NcCbG18p0eMfD82NMXIwyVo5aQ","https://lh3.googleusercontent.com/geougc-cs/AB3l90Cv9XHJEC577yFUlGMx3a0faRbnyLgcKig79s78WTKa2oEciW3poRRuCFEX0cN7Pm_OpcBFoyeuamo2ceL5pCHkhA4FN-xLaF114IZGRu5ggXy-mPZ-KCIaCByWTZJ4cl5H4jYU","https://lh3.googleusercontent.com/geougc-cs/AB3l90C0hZZ7AiO5aEQRVWNB7wL4yDypF5Z9ObwfghB9zM_Epsh51xuviLQrgmCOv_5_PHzW0bx7fLznK-KqD6iRRtQQP2anqAbEG0UNM7U73O7Xn_uo5opZhFaXm0qm0WkXMSd9SxDVgg",,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJWFUxX0t6ejVXRElREAE!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEIXU1_Kzz5WDIQ%7CCgsI7uuswQYQ8PTsbQ%7C?hl=id","100650045188156633362","42","https://lh3.googleusercontent.com/a-/ALV-UjXjCd-FXaGu20jhRom7fZPUXmZCxs1Q38bCkl7neVJzHuVVd_fn=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/100650045188156633362?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false","pelayanan sungguh ramah,gesit
untuk makanan bervariasi dari makanan berat: nasi goreng, mie kuning dll
dari disert nya bervariasi juga ada sop buah yg bisa kita racik sendiri untuk daging” nya selalu penuh selalu di revil
tadi makan kena harga di 125k
rasanya mantap ada icecrim juga yg bisa kita
ambil terus menerus 🫶🏻",,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Deviyana Theresia","Bumi Waras, Kecamatan Bumi Waras",,"false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-16T07:02:28.067Z",,,,,,,,,,,,,,"ChZDSUhNMG9nS0VMNkhuXzM4bEpTVmZREAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMNkhuXzM4bEpTVmZREAE!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEL6Hn_38lJSVfQ%7CCgsIhMabwQYQwKCnIA%7C?hl=id","111211457172196512646","10","https://lh3.googleusercontent.com/a/ACg8ocKCb2fQeCq3CxghyLjpYXJZFtaYApXYfl5HBWcKP4HuQSLyRg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111211457172196512646?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false",,,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","bastian sunandar","Bumi Waras, Kecamatan Bumi Waras",,"false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-16T00:28:45.912Z",,,,,,,,,,,"5","3","4","ChdDSUhNMG9nS0VJald2cFgwazhMTHNRRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJald2cFgwazhMTHNRRRAB!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEIjWvpX0k8LLsQE%7CCgwIvY2awQYQwJ_9sgM%7C?hl=id","108420733261732912257","23","https://lh3.googleusercontent.com/a-/ALV-UjX1XIu8DCsH1CiSCPgVVne1P-IwfU6YsQFnDjq4f9e4m62RfSU6=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/108420733261732912257?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","4","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false",,,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Kumpulan Orang Soleh Channel","Bumi Waras, Kecamatan Bumi Waras","fi","false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-15T14:31:16.685Z",,,,,,,,,,,"4","4","4","ChdDSUhNMG9nS0VKS2Q2ZHV2aW9PdGxnRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKS2Q2ZHV2aW9PdGxnRRAB!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEJKd6duvioOtlgE%7CCgwItPWXwQYQkIGDxwI%7C?hl=id","103845966085767522871","1073","https://lh3.googleusercontent.com/a/ACg8ocKoEyPHvhfHr8po3IqIuX44ZXtqdEeNT-rf_v7iGttYqfZaYA=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/103845966085767522871?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","4","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false","Jos","Jika","Mr. Sumo - Lampung City Mall","4.9","id","https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
"Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C, Lampung 35226, Indonesia","Restoran",,"Restoran","3938089622526589366","Kota Bandar Lampung","ID","0x2e40db60247528cd:0x36a6e7a5945979b6","https://lh3.googleusercontent.com/p/AF1QipPxo0baKymg8s82uCfzt9-x8pA5nlTpPX91jRcK=w408-h544-k-no","false","true","id","0","-5.4427476","105.28021","Gareng Lampung","Bumi Waras, Kecamatan Bumi Waras","en","false","ChIJzSh1JGDbQC4RtnlZlKXnpjY","35226",,"2 minggu lalu","2025-05-14T14:43:41.011Z",,,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VNdm9zclM0cnNuX3V3RRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNdm9zclM0cnNuX3V3RRAB!2m1!1s0x0:0x36a6e7a5945979b6!3m1!1s2@1:CIHM0ogKEMvosrS4rsn_uwE%7CCgsIndiSwQYQyMXPBQ%7C?hl=id","117489983943405911294","25","https://lh3.googleusercontent.com/a-/ALV-UjWIo7htJcOvMcfBQPN2CIQ2HP5X2hdlhtM4AR6d1F1zxve-F6OH=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/117489983943405911294?hl=id","2033","2025-06-03T08:59:06.011Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY","5","Lampung","Jl. Yos Sudarso No.80 Lampung City Mall Lt. Lobby Blok 06C","false","Sipp",,"Mr. Sumo - Lampung City Mall","4.9",,"https://www.google.com/maps/search/?api=1&query=Mr.%20Sumo%20-%20Lampung%20City%20Mall&query_place_id=ChIJzSh1JGDbQC4RtnlZlKXnpjY",
